ref,hyp,wer,cer,duration_sec,n_ref_words
группа aerosmith отменила оставшиеся концерты в своем турне,группа эвесмит отменила оставшиеся концерты в своем турне,0.125,0.1525,6.96,8
дети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,дети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,0.0,0.0,11.16,16
мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мазозавр был самым грозным хищником своего времени поэтому он никогда не боялся никого кроме других мозозавров,0.2,0.1078,10.8,15
посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в виде играх,0.1538,0.0098,8.4,13
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,0.0,0.0,9.84,13
на удалённых островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,на удаленных островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните владельцами какой способ оплаты является приемлемым,0.08,0.0157,15.6,25
таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился,0.0,0.0,8.16,11
его приветствовал заместитель премьерминистра сингапура вонг кан сенг затем он обсудил вопросы торговли и терроризма с премьерминистром сингапура ли сянь луном,его приветствовал заместитель премьерминистра сингапура вонг кан сенг затем он обсудил вопрос о торговле и терроризма с премьерминистром сингапура ли сянь луном,0.1429,0.0189,12.12,21
возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,0.0,0.0,9.3,17
так же как луна притягивает землю при этом вызывая приливы так и млечный путь воздействует на галактику в стрельце,так же как луна притягивает землю при этом вызывая приливы так им лечный путь воздействует на галактику в стрельце,0.1053,0.0175,9.9,19
соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 32,соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношения с небольшими целыми числами поэтому принято за 3 к двум,0.2222,0.0597,10.38,18
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет с клавиатурой с появлением более новых технологий,0.0,0.0,6.18,12
среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,0.0,0.0,10.56,15
блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,0.0,0.0,13.68,26
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,0.0,0.0,11.88,18
ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,ионы водорода это протоны от которых делены электроны атомы водорода состоят из одного протона и одного электрона,0.0588,0.0174,10.32,17
если вы смотрели фильм сокровище нации то можете подумать что на оборотной стороне декларации независимости была изображена карта сокровищ,если вы смотрели фильм сокровища нации то можете подумать что на оборотной стороне к декларации независимости была изображена карта сокровищ,0.1053,0.0217,11.28,19
на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить всё что делала команда и присвоить это себе,на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить все что делала команда и присвоить это себе,0.0435,0.0065,15.0,23
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет клавиатурой с появлением более новых технологий,0.0833,0.025,6.0,12
губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,0.0,0.0,10.32,16
в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможные заражения других пациентов,0.1176,0.0133,9.66,17
находка также позволяет ознакомиться с эволюцией перьев у птиц,находка также позволяет ознакомиться с эволюцией перьев у птиц,0.0,0.0,7.44,9
пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещера располагается на вершине горы к северу от меки и полностью изолирована от остального мира,0.0667,0.0103,6.48,15
сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,0.0,0.0,9.12,16
на прошлой недели министерство экономики труда и промышленности объявило что apple проинформировала его о 34 дополнительных случаях перегрева которые компания назвала несерьёзными,на прошлой неделе министерство экономики труда и промышленности объявило что apple проинформировало его о 34 дополнительных случаях перегрева которые компания назвала несерьезными,0.1364,0.0168,13.2,22
интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,0.0,0.0,9.0,11
во время войны за независимость сша тринадцать штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,во время войны за независимость сша 13 штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,0.0435,0.0526,14.76,23
наличие настоящей невидимой команды ларсон и лафасто 1989 г с 109 также является уникальным компонентом виртуальной команды,наличие настоящей невидимой команды ларсон и лафасто 1989 год с109 также является уникальным компонентом виртуальной команды,0.1765,0.0244,12.24,17
однако эти планы стали неактуальны практически за ночь когда около 800 000 солдат из советской красной армии образовали белорусский и украинский фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советскопольского пакта о ненападении и других международных соглашений двусторонних и многосторонних,однако эти планы стали не актуальны практически за ночь когда около 800 тысяч солдат из советской красной армии образовали белорусский и украинский фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советскопольского пакта о ненападении и других международных соглашений двухсторонних и многосторонних,0.093,0.021,23.16,43
дети живущие на улицах возможно пережили тяжёлые формы насилия или травмирования до того как убежать или быть брошенными,дети живущие на улицах возможно пережили тяжелые формы насилия или травмирования до того как убежать или быть брошенными,0.0556,0.0083,10.44,18
не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира,не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира,0.0,0.0,12.84,26
исследования которые проводились в двадцатом веке показали что существует два вида генетической вариативности скрытая и выраженная,исследования которые проводились в xx веке показали что существует два вида генетической вариативности скрытое и выраженное,0.1875,0.1,11.22,16
среди других номинаций лучшая картина режиссёр операторская работа дизайн костюмов монтаж фильма оригинальная музыка художникпостановщик звуковой монтаж звук и оригинальный сценарий,среди других номинаций лучшая картина режиссер операторская работа дизайн костюмов монтаж фильма оригинальная музыка художник постановщик звуковой монтаж звук и оригинальный сценарий,0.1429,0.011,19.8,21
кроме того он занимался гравюрным оттиском банкнот для многих стран недавние примеры его работ портреты премьерминистра на лицевой стороне новых банкнот канады номиналом 5 и 100 долларов,кроме того он занимался граверным оттиском банкнот для многих стран недавние примеры его работ портреты премьерминистра на лицевой стороне новых банкнот канады номиналом 5 и 100 долларов,0.037,0.0054,15.36,27
подобные площадки которые посетило большое количество людей были организованы во многих других городах италии и в остальном мире в частности в польше,подобные площадки которые посетили большое количество людей были организованы во многих других городах италии и в остальном мире в частности в польше,0.0455,0.0067,8.76,22
растения питаются от солнца при помощи фотосинтеза кроме того они отбрасывают тень,растения питаются от солнца при помощи фотосинтеза кроме того они отбрасывают тень,0.0,0.0,9.3,12
через два года после окончания войны бывшие союзники стали врагами и началась холодная война,через два года после окончания войны бывшие союзники стали врагами и началась холодная война,0.0,0.0,8.04,14
гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,0.0,0.0,14.34,30
бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группа людей бегали по улицам и грабили магазины с потребительскими товарами,0.0455,0.0062,13.32,22
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,канцелярия губернатора сообщила что 19 из ранены были офицерами полиции,0.1,0.0274,6.72,10
архипелаг располагается в 120 километрах от полуострова крупнейшим остров носит имя короля георга с поселением вильяласэстрельяс,архипелаг располагается в 120 километрах от полуострова крупнейший остров носит имя короля георга с поселением вилье лас эстрельес,0.25,0.0391,10.8,16
путешественникам настоятельно рекомендуется принимать во внимание любые риски связанные с суровой погодой в их районе поскольку они могут повлиять на любые планы поездки,путешественникам настоятельно рекомендуется принимать во внимание любые риски связанные с суровой погодой в их районе поскольку они могут повлиять на любые планы поездки,0.0,0.0,11.64,23
использование видеозаписи привело к важным открытиям в сфере интерпретации микровыражений движений лица длительностью несколько миллисекунд,использование видеозаписи привело к важным открытиям в сфере интерпретации микровыражений движений лица длительностью несколько миллисекунд,0.0,0.0,13.92,15
обратный поток сосредоточен в нескольких более глубоких участках где может образовываться быстрое течение уходящее на большую глубину изза подобной подводной топологии,обратный поток сосредоточен в нескольких более глубоких участках где может образовываться быстрое течение уходящее на большую глубину изза подобной подводной топологии,0.0,0.0,15.36,21
комиссия стала ответом мартелли на массовые протесты против государственного режима начавшиеся в октябре,комиссия стала ответом мартеля на массовые протесты против государственного режима начавшиеся в октябре,0.0769,0.0192,8.4,13
козы повидимому впервые были одомашнены около 10 000 лет назад в иранских горах загрос,козы повидимому впервые были домашины около 10 тысяч лет назад в иранских горах за гроз,0.2857,0.1163,10.32,14
развлекательноновостной сайт tmz полагает что фотограф остановил свой автомобиль на противоположной стороне бульвара сепульведа и попытался сделать снимки остановки полицейскими перед тем как перейти дорогу и продолжить полицейский калифорнийского дорожного патруля остановивший движение дважды был вынужден приказать ему перейти обратно,развлекательно новостной сайт тмз полагает что фотограф остановил свой автомобиль на противоположной стороне бульвара сипульведа и попытался сделать снимки остановки полицейскими перед тем как перейти дорогу и продолжить полицейский калифорнийского дорожного патруля остановивший движение дважды был вынужден приказать ему перейти обратно,0.1,0.0148,29.28,40
каждый является членом общества и использует транспортные системы практически каждый жалуется на эти систем,каждый является членом общества и использует транспортные системы практически каждый жалуется на эти системы,0.0714,0.0093,9.72,14
сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранах компьютеров им иногда не приходилось иметь дело с точилкой,0.1875,0.0707,11.76,16
если вы пересекаете северную часть балтийского моря зимой узнайте насчёт расположения каюты так как прохождение по льду приводит к довольно жуткому шуму который может мешать спать наиболее чувствительным людям,если вы пересекаете северную часть балтийского моря зимой узнайте насчет расположения каюты так как прохождение по льду приводит к довольно жуткому шуму который может мешать спать наиболее чувствительным людям,0.0345,0.0048,14.46,29
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислород которым дышит человек и поглощают углекислый газ который человеку выдыхает,0.0769,0.0098,8.52,13
древние культуры и племена начали оставлять их себе чтобы иметь под рукой молоко шерсть мясо и шкуру,древние культуры и племена начали оставлять их себе чтобы иметь под рукой молоко шерсть мясо и шкуру,0.0,0.0,12.0,17
как правило могут проявляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу одна крайность спектра это попытка оставаться своим парнем или девушкой,как правило могут появляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу однако райность спектр это попытка оставаться своим парнем или девушкой,0.1481,0.0262,15.36,27
эйнджел 2006 г объясняет подход континуум как метод используемый для помощи организациям в достижении более высокого уровня эффективности,энжел 2006 года объясняет подход к континуум как метод используемый для помощи организациям в достижении более высокого уровня эффективности,0.1667,0.0511,11.46,18
он уэльс по сути лгал нам с самого начала вопервых действуя так как будто это нужно было сделать по юридическим причинам вовторых делая вид что слушает нас вплоть до своего удаления изображений,он уэльс по сути лгал нам с самого начала вопервых действовал так как будто это нужно было сделать по юридическим причинам вовторых дела вид что слушает нас вплоть до своего удаления изображений,0.0625,0.0259,14.52,32
европа относительно маленький континент но на нём много независимых государств в обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля,европа относительно маленький континент но на нем много независимых государств в обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля,0.0333,0.004,18.84,30
великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,0.0,0.0,15.24,24
не существует универсального определения того какие произведённые изделия являются антиквариатом некоторые налоговые органы определяют товары которым за 100 лет как антиквариат,не существует универсального определения того какие произведенные изделия являются антиквариатом некоторые налоговые органы определяют товары которым за 100 лет как антиквариат,0.0476,0.0057,11.28,21
принимая во внимание все вышесказанное не стоит удивляться тому что наши предки решили белковую проблему примерно так же как ее решают шимпанзе в саванне по сей день,принимая во внимание все вышесказанное не стоит удивляться тому что наши предки решили белковую проблему примерно так же как ее решают шимпанзе в саванне по сей день,0.0,0.0,12.96,27
территория гонконга была названа в честь острова гонконг места которое многие туристы считают главным объектом своего внимания,территория гонконга была названа в честь острова гонконг место которое многие туристы считают главным объектом своего внимания,0.0588,0.0079,9.96,17
более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожания обычно начинают в полночь празднования воскресеньста,0.1667,0.0471,14.76,24
все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,0.0,0.0,8.1,14
их термические характеристики не такие стабильные как у больших пещер на земле которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямами в грунте сообщил глен кушинг из отдела планетной геологии геологической службы сша и университета северной аризоны расположенного во флагстаффе аризона,их термические характеристики не такие стабильные как у больших пещерной земля которые часто поддерживают почти постоянную температуру но они соответствуют тому что являются глубокими ямами в грунте сообщил гленн кушинга из отдела планетной геологии геологической службы сша и университета северной аризоны расположенного во флагстафе аризона,0.1522,0.0235,24.18,46
группа aerosmith отменила оставшиеся концерты в своем турне,группа айра смит отменила оставшиеся концерты в своем турне,0.25,0.1525,7.5,8
за ночь было изготовлено 150200 копий теперь известных как листовки данлэпа,за ночь было изготовлено 15200 копий теперь известных как листовки данлопа,0.1818,0.0267,11.64,11
так как у перьев динозавров отсутствует хорошо развитый стержень называемый рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт,так как у перьев динозавров отсутствует хорошо развитые стержи называемый арахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что арахис скорее всего появился позднее путем эволюционного развития других отличительных черт,0.1081,0.022,19.02,37
парижане слывут эгоцентричными грубыми и надменными,парижане слывут эгоцентричными грубыми и надменными,0.0,0.0,4.68,6
помимо соревнований в среду карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,помимо соревнований в среду карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,0.0,0.0,7.32,13
термин жук используется энтомологами формально для обозначения группы насекомых,термин жук используется энтомологами формально для обозначения группы насекомых,0.0,0.0,6.48,9
не подвергайте ткань воздействию слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,не подвергайте ткань воздействие слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,0.0526,0.0081,10.2,19
падение произошло в высокогорье и как полагают стало результатом вражеского огня,падение произошло в высокогорье и как полагаю стало результатом вражеского огня,0.0909,0.0125,9.66,11
сам автомобиль убрали с места происшествия в тот же день примерно в 1200 по гринвичу,сам автомобиль убрали с места происшествия в тот же день примерно в 1200 по гринвичу,0.0,0.0,10.32,15
в 1960х гг бжезинский занимал должность советника при джоне ф кеннеди затем в администрации линдона б джонсона,в 1960х годах безинский занимал должность советника при джонни ф кеннеди затем в администрации линдона б джонсона,0.1765,0.0636,12.0,17
наиболее доступными растительными ресурсами были бы белки находящиеся в листьях и бобовых но они плохо усваиваются такими приматами как мы если их не готовить,наиболее доступными растительными ресурсами были бы белки находящиеся в листьях и бобовых но они плохо усваиваются такими приматами как мы если их не готовить,0.0,0.0,10.92,24
он находился под управлением вишистских французов эти французы заключили мир с немцами в 1940 году и работали вместе с захватчиками вместо того чтобы им противостоять,он находился под управлением вишистских французов эти французы заключили мир с немцами в 1940 году и работали вместе с захватчиками вместо того чтобы им противостоять,0.0,0.0,17.4,25
к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,0.0,0.0,9.72,15
с 1966 года сундарбан является заповедником дикой природы и по имеющимся подсчётам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,с 1966 года сундарбан является заповедником дикой природы и по имеющимся почетам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 005 оленей,0.1071,0.0773,15.72,28
сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,0.0,0.0,8.58,18
в течение этого периода европейской истории католическая церковь ставшая богатой и сильной оказалась объектом пристального внимания,в течение этого периода европейской истории католическая церковь ставшая богатой и сильной оказалась объектом пристального внимания,0.0,0.0,12.0,16
конгресс начал финансировать инициативу по борьбе с развратом в 2005 налоговом году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,конгресс начал финансировать инициативу по борьбе с развратом в 2005 налоговом году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,0.0,0.0,11.16,25
по мере того как знание греческого языка ухудшалось запад оказался отрезанным от своих философских и научных греческих корней,по мере того как знание греческого языка ухудшалось запад оказался отрезанным от своих философских и научногреческих корней,0.1111,0.024,10.32,18
если вы сходите на берег только в порядке экскурсии на корабле вам не понадобится отдельная виза с 2009,если вы сходите на берег только в порядке экскурсии на корабле вам не понадобится отдельная виза с 2009,0.0,0.0,8.7,18
термин сафари в повседневном использовании означает наземную поездку с целью посмотреть поразительную дикую природу африки особенно в саванне,термин сафа в повседневном использовании означает наземную поездку с целью посмотреть поразительную дикую природу африки особенно в саванне,0.0556,0.0142,13.2,18
изучение движения отдельных водителей и автомобилей между двумя точками и их взаимодействие друг с другом осуществляется в рамках исследования транспортных потоков,изучение движения отдельных водителей и автомобилей между двумя точками и их взаимодействие друг с другом осуществляется в рамках исследования транспортных потоков,0.0,0.0,11.4,21
