ref,hyp,wer,cer,duration_sec,n_ref_words
термин сафари в повседневном использовании означает наземную поездку с целью посмотреть поразительную дикую природу африки особенно в саванне,термин сафари в повседневном использовании означает наземную поездку с целью посмотреть поразительную дикую природу африки особенно в саванне,0.0,0.0,13.32,18
в течение этого периода европейской истории католическая церковь ставшая богатой и сильной оказалась объектом пристального внимания,в течение этого периода европейской истории католическая церковь ставшая богатой и сильной оказалась объектом пристального внимания,0.0,0.0,9.54,16
в статье речь президента оливер сакс описал как люди которые изза повреждения мозга неспособны понимать речь тем не менее могут правильно оценить искренность говорящего,в статье речь президента оливер сакс описал как люди которые изза повреждения мозга не способны понимать речь тем не менее могут правильно оценить искренность говорящего,0.0833,0.006,12.36,24
важно различать глаголы и дополнения,важно различать глаголы и дополнения,0.0,0.0,4.5,5
хоть гома и является достаточно безопасным местом следует заранее уточнять информацию насчёт любых поездок за пределы гомы чтобы понять в каком состоянии находятся боевые действия ведущиеся в провинции северное киву,хоть гомо и является достаточно безопасным местом следует заранее уточнять информацию насчет любых поездок за пределы гомо чтобы понять в каком состоянии находятся боевые действия ведущиеся в провинции северная кима,0.1667,0.0326,20.4,30
для женщин всем туристкам рекомендуется говорить что они замужем независимо от их настоящего семейного положения,для женщин всем туристкам рекомендуется говорить что они замужем независимо от их настоящего семейного положения,0.0,0.0,8.16,15
официальной валютой фолклендских островов является фунт фолкендских островов fkp стоимость которого эквивалентна стоимости одного британского фунта стерлингов gbp,официальной валютой фолклиндских островов является фунт фолклиндских островов fkp стоимость которого эквивалентна с новостью одного британского фунта стерлингов gbp,0.2222,0.0556,13.38,18
чем меньше число россби тем менее активна звезда по отношению к инверсиям магнитного поля,чем меньше число роспи тем менее активна звезда по отношению к инверсиям магнитного поля,0.0714,0.0225,7.8,14
их отличали дисциплинированная защита мастерство владения мячом и превосходная командная работа и было ясно что обыграть эту команду непросто,их отличали дисциплинированная защита мастерство владения мечом и превосходная командная работа и было ясно что играть эту команду непросто,0.1053,0.0284,10.62,19
все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,0.0,0.0,7.2,14
более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,0.0,0.0,13.62,24
доктора малар баласубраманиан 29 лет нашли в блюэше штат огайо пригороде примерно в 15 милях к северу от цинциннати он лежал на земле рядом с дорогой в футболке и нижнем белье и повидимому в состоянии сильного наркотического опьянения,доктора малар баласубраманиан 29 лет нашли в блюэше штат огайо пригороде примерно в 15 милях к северу от сенценати он лежал на земле рядом с дорогой футболки и нижним белье и повидимому в состоянии сильного наркотического опьянения,0.1053,0.0342,21.24,38
плато гиза или же некрополь гизы в египетской долине мёртвых включает несколько пирамид из которых великая пирамида гизы самая большая несколько небольших гробниц несколько храмов и большой сфинкс,плато гиза или же некрополь гизы в египетской долине мертвых включает несколько пирамид из которых великая пирамида гизы самая большая несколько небольших гробниц несколько храмов и большой сфинкс,0.0357,0.0051,14.64,28
лаккха сингх исполнил чхаппан бхог бхаджан певец раджу кханделвал пел вместе с ним,лакха сингх исполнил чхапан пхок пхаджан певец раджу кхандельвал пел вместе с ним,0.3846,0.0732,13.38,13
для женщин всем туристкам рекомендуется говорить что они замужем независимо от их настоящего семейного положения,для женщин всем туристкам рекомендуется говорить что они замужем независимо от их настоящего семейного положения,0.0,0.0,8.28,15
эти пары могут выбрать создание плана усыновления для своего ребёнка,эти пары могут выбрать создание плана усыновления для своего ребенка,0.1,0.0147,6.12,10
получите новую смесь перемешав два сухих порошка в одной емкости а затем чистыми влажными руками слепите из этой смеси шарик,получите новую смесь перемешав два сухих порошка в одной емкости а затем чистыми влажными руками слепите из этой смеси шарик,0.0,0.0,9.9,20
также после революции открылись возможности работы открылись всем мужчинам что позволило самым амбициозным и талантливым добиться успеха,также после революции открылись возможности работы открылись всем мужчинам что позволило самым амбициозным и талантливым добиться успеха,0.0,0.0,13.08,17
в 2002 году город гома был разрушен лавой вулкана ньирагонго которая похоронила под собой большую часть городских улиц особенно центральную часть города,в 2002 году город гомо был разрушен лавой вулкана нирагонго которая покоронила под собой большую часть городских улиц особенно центральную часть города,0.1364,0.0197,11.82,22
сундарбан был объявлен объектом всемирного наследия юнеско часть леса в пределах индийской территории называется национальный парк сундарбан,сундарбан был объявлен объектом всемирного наследия юнеско часть леса в пределах индийской территории называется национальный парк сундарбан,0.0,0.0,13.44,17
это привело к тому что два вида рыб вымерли а два других в том числе горбатый голавль попали под угрозу исчезновения,это привело к тому что два вида рыб вымерли а два других в том числе гробатый голавль попали под угрозу исчезновения,0.0476,0.0172,10.5,21
он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков sanparks,он является одной из главных достопримечательностей южной африки и считается ведущим среди южноафриканских национальных парков sun parks,0.125,0.0148,11.16,16
горячий шоколад отвечает стандартам бельгии хотя фруктовые соки стоят дорого они имеют превосходное качество,горячий шоколад отвечает стандарту бельгии хотя фруктовые соки стоят дорого они имеют превосходное качество,0.0714,0.0185,9.66,14
исследуя архипелаги или посещая озера вы вполне сможете обойтись и без яхты,исследуя архипелаги или посещая озёра вы вполне сможете обойтись и без яхты,0.0833,0.0133,9.24,12
его длинные челюсти были усеяны более чем 70 острейшими зубами вдобавок имелся дополнительный ряд на нёбе так что тем кто встречался на его пути не было спасения,его длинные челюсти были усеяны более чем 70ю острейшими зубами вдобавок имелся дополнительный ряд на небе так что тем кто встречался на его пути не было спасения,0.0741,0.0124,14.58,27
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,0.0,0.0,12.66,18
обычно всегда слышен шум от туристов и продавцов история звука и света похожа на книгу с историями,обычно всегда слышен шум от туристов и продавцов история звука и света похожа на книгу с историями,0.0,0.0,12.0,17
официальными языками барселоны являются каталанский и испанский примерно половина населения предпочитает разговаривать на каталанском большинство понимают его и практически все знают испанский,официальными языками барселоны являются каталанский и испанский примерно половина населения предпочитает разговаривать на каталанском большинство понимают его и практически все знают испанский,0.0,0.0,18.0,22
в начальный период своего существования это шоу транслировалось только на сайте давно существующего онлайнрадио toginet radio посвященного радиобеседам,в начальный период своего существования это шоу транслировалось только на сайте давно существующего онлайнрадио genetradio посвященном радиобеседам,0.1667,0.0397,12.72,18
посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,0.0,0.0,8.82,13
эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века 10001300 гг н э,эпоху в которой происходили данные события принято называть высоким средневековьем периодом европейской истории затрагивающим xi xii и xiii века тысячные 1300е года нашей эры,0.2174,0.1187,18.3,23
тигриный рык не похож на полнозвучный рык льва а больше напоминает выкрикивание предложений из неразборчивых слов,тигринный рык не похож на полнозвучный рык льва а больше напоминает выкрикивание предложений из неразборчивых слов,0.0625,0.0088,10.98,16
гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,0.0,0.0,14.04,30
аналогичным образом если у вас есть шенгенская виза вам не нужно подавать заявление на получение визы в каждую из странучастниц шенгенского соглашения отдельно что позволит вам сэкономить время и деньги а также избежать бумажной волокиты,аналогичным образом если у вас есть шенгенская виза вам не нужно подавать заявление на получение визы в каждую из странучастниц шенгенского соглашения отдельно что позволит вам сэкономить время и деньги а также избежать бумажной волокиты,0.0,0.0,21.84,35
в живых есть ещё много мужчин и женщин которые пережили своё пребывание здесь но есть ещё больше людей чьи близкие были убиты здесь или работали тут до смерти будь то евреи или люди других национальностей,в живых есть еще много мужчин и женщин которые пережили свое пребывание здесь но есть еще больше людей чьи близкие были убиты здесь или работали тут до смерти будь то евреи или люди других национальностей,0.0857,0.0147,15.0,35
великая пирамида в гизе это единственное из семи чудес света которое существует сегодня,великая пирамида в гизе это единственная из семи чудес света которая существует сегодня,0.1538,0.046,6.66,13
позже фотографы заняли место пожилой женщины так как она отлучилась в туалет мендосу застрелили,позже фотографы заняли место пожилой женщины так как она отлучилась в туалет мендосу застрелили,0.0,0.0,9.12,14
столицей молдовы является кишинёв местный язык румынский но русский также широко распространён,столицей молдовы является кишинёва местный язык румынский но русский также широко распространён,0.0833,0.0106,10.14,12
гжа киршнер объявила о своём намерении баллотироваться на пост президента в аргентинском театре в том же месте где она начала свою предвыборную кампанию в сенат в 2005 году в качестве члена делегации провинции буэносайрес,госпожа киршнер объявила о своем намерении баллотироваться на пост президента в аргентинском театре в том же месте где она начала свою предвыборную кампанию в сенат в 2005 году в качестве члена делегации провинции буэносайрес,0.0588,0.0226,17.58,34
большие области далее к северу довольно редко заселены а некоторые из них практически незаселённая глушь,большие области дали к северу довольно редко заселены а некоторые из них практически не заселенные глушь,0.2,0.0577,8.04,15
высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,высота подмостового габарита составляет 15 метров строительство было завершено в августе 2011 года его не открывали для движения до марта 2017 года,0.0,0.0,12.96,22
это иногда переполненные народом семейные пляжи с хорошим выбором магазинов расположенных вдоль берега плавать безопасно,это иногда переполненные народом семейные пляжи с хорошим выбором магазинов расположенных вдоль берега плавать безопасно,0.0,0.0,9.12,15
карри это блюдо на основе трав и специй в сочетании с мясом или овощами,карри это блюдо на основе трав и специй в сочетании с мясом или овощами,0.0,0.0,6.48,14
она тоньше под лунными морями и толще под нагорьями,она тоньше под лунными морями и толще под нагорьями,0.0,0.0,7.38,9
в древнем китае использовали уникальный способ обозначения периодов времени каждый этап китая или каждая семья находившаяся у власти были особой династией,в древнем китае использовали уникальный способ обозначения периодов времени каждый этап китая или каждая семья находившаяся у власти были особой династией,0.0,0.0,11.82,21
романтизм во многом включал в себя культурный детерминизм почерпнутый у таких писателей как гёте фихте и шлегель,романтизм во многом включал в себя культурный детерминизм почерпнутый у таких писателей как гёте фихте и шлегель,0.0,0.0,9.24,17
султан марокко перестроил город под названием эддарэльбейда а испанские торговцы создавшие тут торговые базы назвали его касабланка,султан марокко перестроил город под названием эддарэльбейда а испанские торговцы создавшие ту торговую базу назвали его касабланка,0.1765,0.0305,11.04,17
в живых есть ещё много мужчин и женщин которые пережили своё пребывание здесь но есть ещё больше людей чьи близкие были убиты здесь или работали тут до смерти будь то евреи или люди других национальностей,в живых есть еще много мужчин и женщин которые пережили свое пребывание здесь но есть еще больше людей чьи близкие были убиты здесь или работали тут до смерти будь то евреи или люди других национальностей,0.0857,0.0147,15.42,35
первой среди 78 рекомендаций является то что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иракских границ чтобы не допустить враждебного вмешательства а также для возобновления дипломатических отношений с соседями,первой среди 78 рекомендаций является то что следует реализовать новую дипломатическую инициативу до конца этого года для укрепления иракских границ чтобы не доступить враждебного вмешательства а также для возобновления дипломатических отношений с соседями,0.0303,0.0156,18.24,33
великая пирамида в гизе это единственное из семи чудес света которое существует сегодня,великая пирамида в гизе это единственная из семи чудес света которая существует сегодня,0.1538,0.046,7.44,13
он добавил что их однако не следует просить брать на себя обязательства которые выходят за рамки их стадии разработки ответственности и возможностей,он добавил что их однако не следует просить брать на себя обязательства которые выходят за рамки их стадии разработки ответственности и возможностей,0.0,0.0,10.98,22
правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,правящая партия организация народов югозападной африки свапо также сохранила большинство на парламентских выборах,0.0,0.0,11.88,13
большинство воззрений на технологический детерминизм разделяют две общие идеи что направление развития технологий практически неподвластно культурному или политическому влиянию и что в свою очередь воздействие технологий на общество обусловлено их собственными свойствами а не обществом,большинство воззрений на технологический детерминизм разделяют две общие идеи что направление развития технологий практически не подвластно культурному или политическому влиянию и что в свою очередь воздействие технологий на общество обусловлено их собственными свойствами а не обществом,0.0571,0.0035,19.32,35
виртуальный скаффолдинг помогающий в обучении встроен в программное обеспечение и предназначен для того чтобы напоминать объяснять и задавать вопросы насчёт процедур с которыми обучающемуся возможно было бы слишком трудно справиться в одиночку,виртуальный скафолдинг помогающий в обучении встроен в программное обеспечение и предназначен для того чтобы напоминать объяснять и задавать вопросы насчет процедур с которыми обучающемуся возможно было бы слишком трудно справиться в одиночку,0.0625,0.0082,23.1,32
звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей,звуковое и световое шоу на фоне пирамиды является одним из самых интересных мероприятий в этой местности для детей,0.0,0.0,7.62,18
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,0.0,0.0,7.92,13
эта стратегия доказала свою эффективность отрезав жизненно важные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние двести лет,эта стратегия доказала свою эффективность отрезав жизненно важные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние 200 лет,0.0345,0.0252,22.14,29
группа aerosmith отменила оставшиеся концерты в своем турне,группа aerosmith отменила оставшиеся концерты своим турне,0.25,0.0508,6.96,8
дети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,тети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,0.0625,0.0083,11.16,16
мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мазозавр был самым грозным хищником своего времени поэтому он никогда не боялся никого кроме других мазозавров,0.2,0.1176,10.8,15
посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в виде играх,0.1538,0.0098,8.4,13
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,0.0,0.0,9.84,13
на удалённых островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,на удаленных островах кредитные карты возможно не будут приниматься хотя британская и американская валюты могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,0.16,0.0314,15.6,25
таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился,0.0,0.0,8.16,11
его приветствовал заместитель премьерминистра сингапура вонг кан сенг затем он обсудил вопросы торговли и терроризма с премьерминистром сингапура ли сянь луном,его приветствовал заместитель премьерминистра сингапура вонг кан сенг затем он обсудил вопросы торговли и терроризма с премьерминистром сингапура ли сянь луном,0.0,0.0,12.12,21
возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,0.0,0.0,9.3,17
так же как луна притягивает землю при этом вызывая приливы так и млечный путь воздействует на галактику в стрельце,так же как луна притягивает землю при этом вызывая приливы так и млечный путь воздействует на галактику в стрельце,0.0,0.0,9.9,19
соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 32,соотношение сторон этого формата поделено на 12 чтобы получить соотношение с небольшими целыми числами поэтому принято за 3 в 2,0.2778,0.1119,10.38,18
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет с клавиатурой с появлением более новых технологий,0.0,0.0,6.18,12
среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,0.0,0.0,10.56,15
блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,блоги также могут улучшить навыки письма у учащихся хотя учащийся часто начинает свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,0.0769,0.0107,13.68,26
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,0.0,0.0,11.88,18
ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,0.0,0.0,10.32,17
если вы смотрели фильм сокровище нации то можете подумать что на оборотной стороне декларации независимости была изображена карта сокровищ,если вы смотрели фильм сокровища нации то можете подумать что на оборотной стороне декларации независимости была изображена карта сокровищ,0.0526,0.0072,11.28,19
на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить всё что делала команда и присвоить это себе,на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить все что делала команда и присвоить это себе,0.0435,0.0065,15.0,23
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет с клавиатурой с появлением более новых технологий,0.0,0.0,6.0,12
губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,0.0,0.0,10.32,16
в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,0.0,0.0,9.66,17
находка также позволяет ознакомиться с эволюцией перьев у птиц,находка также позволяет ознакомиться с эволюцией перьев у птиц,0.0,0.0,7.44,9
пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,0.0,0.0,6.48,15
сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранах компьютеров им никогда не приходится иметь дело с точилкой,0.0625,0.0202,9.12,16
на прошлой недели министерство экономики труда и промышленности объявило что apple проинформировала его о 34 дополнительных случаях перегрева которые компания назвала несерьёзными,на прошлой неделе министерство экономики труда и промышленности объявило что apple проинформировала его о 34 дополнительных случаях перегрева которые компания назвала несерьезными,0.0909,0.0112,13.2,22
интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,0.0,0.0,9.0,11
во время войны за независимость сша тринадцать штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,во время войны за независимость сша и 13 штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,0.087,0.0474,14.76,23
наличие настоящей невидимой команды ларсон и лафасто 1989 г с 109 также является уникальным компонентом виртуальной команды,наличие настоящей невидимой команды larsen и lafast 1989 год s109 также является уникальным компонентом виртуальной команды,0.2941,0.1301,12.24,17
однако эти планы стали неактуальны практически за ночь когда около 800 000 солдат из советской красной армии образовали белорусский и украинский фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советскопольского пакта о ненападении и других международных соглашений двусторонних и многосторонних,однако эти планы стали неактуальны практически за ночь когда около 800 тысяч солдат из советской красной армии образовали белорусские и украинские фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советскопольского пакта о ненападении и других международных соглашений двухсторонних и многосторонних,0.093,0.024,23.16,43
