ref,hyp,wer,cer,duration_sec,n_ref_words
but in truth pearl was the one as well as the other and only in consequence of that identity had hester contrived so perfectly to represent the scarlet letter in her appearance,but in truth pearl was the one as well as the other and only in consequence of that identity had hester contrived so perfectly to represent the scarlet letter in her appearance,0.0,0.0,12.77,32
come therefore and let us fling mud at them,come therefore and let us fling mud at them,0.0,0.0,3.095,9
but pearl who was a dauntless child after frowning stamping her foot and shaking her little hand with a variety of threatening gestures suddenly made a rush at the knot of her enemies and put them all to flight,but pearl who was a dauntless child after frowning stamping her foot and shaking her little hand with a variety of threatening gestures suddenly made a rush at the knot of her enemies and put them all to flight,0.0,0.0,13.34,39
she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them,she screamed and shouted too with a terrific volume of sound which doubtless caused the hearts of the fugitives to quake within them,0.0,0.0,8.2,23
it was further decorated with strange and seemingly cabalistic figures and diagrams suitable to the quaint taste of the age which had been drawn in the stucco when newly laid on and had now grown hard and durable for the admiration of after times,it was further decorated with strange and seemingly cabalistic figures and diagrams suitable to the quaint taste of the age which had been drawn in the stucco when newly laid on and had now grown hard and durable for the admiration of after times,0.0,0.0,16.51,44
they approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need,they approached the door which was of an arched form and flanked on each side by a narrow tower or projection of the edifice in both of which were lattice windows the wooden shutters to close over them at need,0.0,0.0,13.885,40
lifting the iron hammer that hung at the portal hester prynne gave a summons which was answered by one of the governors bond servant a free born englishman but now a seven years slave,lifting the iron hammer that hung at the portal hester prynne gave a summons which was answered by one of the governors bond servants a free born englishman but now a seven years slave,0.0294,0.0055,11.985,34
yea his honourable worship is within but he hath a godly minister or two with him and likewise a leech,yea his honorable worship is within but he hath a godly minister or two with him and likewise a leech,0.05,0.0098,7.07,20
ye may not see his worship now,ye may not see his worship now,0.0,0.0,2.85,7
with many variations suggested by the nature of his building materials diversity of climate and a different mode of social life governor bellingham had planned his new habitation after the residences of gentlemen of fair estate in his native land,with many variations suggested by the nature of his building materials diversity of climate and a different mode of social life governor bellingham had planned his new habitation after the residences of gentlemen of fair estate in his native land,0.0,0.0,15.255,40
on the table in token that the sentiment of old english hospitality had not been left behind stood a large pewter tankard at the bottom of which had hester or pearl peeped into it they might have seen the frothy remnant of a recent draught of ale,on the table in token that the sentiment of old english hospitality had not been left behind stood a large pewter tankard at the bottom of which had hester or pearl peeped into it they might have seen the frothy remnant of a recent draught of ale,0.0,0.0,16.72,47
little pearl who was as greatly pleased with the gleaming armour as she had been with the glittering frontispiece of the house spent some time looking into the polished mirror of the breastplate,little pearl who was as greatly pleased with the gleaming armour as she had been with the glittering frontispiece of the house spent some time looking into the polished mirror of the breastplate,0.0,0.0,11.16,33
mother cried she i see you here look look,mother cried she i see you here look look,0.0,0.0,3.78,9
in truth she seemed absolutely hidden behind it,in truth she seemed absolutely hidden behind it,0.0,0.0,3.345,8
pearl accordingly ran to the bow window at the further end of the hall and looked along the vista of a garden walk carpeted with closely shaven grass and bordered with some rude and immature attempt at shrubbery,pearl accordingly ran to the bow window at the further end of the hall and looked along the vista of a garden walk carpeted with closely shaven grass and bordered with some rude and immature attempt at shrubbery,0.0,0.0,12.72,38
but the proprietor appeared already to have relinquished as hopeless the effort to perpetuate on this side of the atlantic in a hard soil and amid the close struggle for subsistence the native english taste for ornamental gardening,but the proprietor appeared already to have relinquished as hopeless the effort to perpetuate on this side of the atlantic in a hard soil and amid the close struggle for subsistence the native english taste for ornamental gardening,0.0,0.0,14.395,38
there were a few rose bushes however and a number of apple trees probably the descendants of those planted by the reverend mister blackstone the first settler of the peninsula that half mythological personage who rides through our early annals seated on the back of a bull,there were a few rose bushes however and a number of apple trees probably the descendants of those planted by the reverend mister blackstone the first settler of the peninsula that half mythological personage who rides through our early annals seated on the back of a bull,0.0,0.0,16.27,47
pearl seeing the rose bushes began to cry for a red rose and would not be pacified,pearl seeing the rose bushes began to cry for a red rose and would not be pacified,0.0,0.0,5.85,17
how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,how strange it seemed to the sad woman as she watched the growth and the beauty that became every day more brilliant and the intelligence that threw its quivering sunshine over the tiny features of this child,0.0,0.0,12.435,37
god as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonoured bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven,god as a direct consequence of the sin which man thus punished had given her a lovely child whose place was on that same dishonored bosom to connect her parent for ever with the race and descent of mortals and to be finally a blessed soul in heaven,0.0208,0.004,16.715,48
yet these thoughts affected hester prynne less with hope than apprehension,yet these thoughts affected hester prynne less with hope than apprehension,0.0,0.0,4.825,11
the child had a native grace which does not invariably co exist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best,the child had a native grace which does not invariably coexist with faultless beauty its attire however simple always impressed the beholder as if it were the very garb that precisely became it best,0.0571,0.005,13.72,35
this outward mutability indicated and did not more than fairly express the various properties of her inner life,this outward mutability indicated and did not more than fairly express the various properties of her inner life,0.0,0.0,7.44,18
hester could only account for the childs character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth,hester could only account for the childs character and even then most vaguely and imperfectly by recalling what she herself had been during that momentous period while pearl was imbibing her soul from the spiritual world and her bodily frame from its material of earth,0.0,0.0,16.645,45
they were now illuminated by the morning radiance of a young childs disposition but later in the day of earthly existence might be prolific of the storm and whirlwind,they were now illuminated by the morning radiance of a young childs disposition but later in the day of earthly existence might be prolific of the storm and whirlwind,0.0,0.0,11.415,29
hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity,hester prynne nevertheless the loving mother of this one child ran little risk of erring on the side of undue severity,0.0,0.0,8.795,21
mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge,mindful however of her own errors and misfortunes she early sought to impose a tender but strict control over the infant immortality that was committed to her charge,0.0,0.0,10.78,28
as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment,as to any other kind of discipline whether addressed to her mind or heart little pearl might or might not be within its reach in accordance with the caprice that ruled the moment,0.0,0.0,10.19,33
it was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child,it was a look so intelligent yet inexplicable perverse sometimes so malicious but generally accompanied by a wild flow of spirits that hester could not help questioning at such moments whether pearl was a human child,0.0,0.0,15.05,36
beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive,beholding it hester was constrained to rush towards the child to pursue the little elf in the flight which she invariably began to snatch her to her bosom with a close pressure and earnest kisses not so much from overflowing love as to assure herself that pearl was flesh and blood and not utterly delusive,0.0,0.0,21.345,55
brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence,brooding over all these matters the mother felt like one who has evoked a spirit but by some irregularity in the process of conjuration has failed to win the master word that should control this new and incomprehensible intelligence,0.0,0.0,16.22,39
pearl was a born outcast of the infantile world,pearl was a born outcast of the infantile world,0.0,0.0,3.645,9
pearl saw and gazed intently but never sought to make acquaintance,pearl saw and gazed intently but never sought to make acquaintance,0.0,0.0,4.75,11
if spoken to she would not speak again,if spoken to she would not speak again,0.0,0.0,2.63,8
to fade away like morning beauty from her mortal day down by the river of adona her soft voice is heard and thus her gentle lamentation falls like morning dew,to fade away like morning beauty from her mortal day down by the river of adonna her soft voice is heard and thus her gentle lamentation falls like morning dew,0.0333,0.0063,12.62,30
o life of this our spring,o life of this our spring,0.0,0.0,2.885,6
why fades the lotus of the water,why fades the lotus of the water,0.0,0.0,2.755,7
why fade these children of the spring,why fade these children of the spring,0.0,0.0,3.08,7
thel is like a watry bow and like a parting cloud like a reflection in a glass like shadows in the water like dreams of infants like a smile upon an infants face,thel is like a watery bow and like a parting cloud like a reflection in a glass like shadows in the water like dreams of infants like a smile upon an infants face,0.0303,0.0062,13.99,33
like the doves voice like transient day like music in the air ah,like the doves voice like transient day like music in the air ah,0.0,0.0,7.035,13
and gentle sleep the sleep of death and gently hear the voice of him that walketh in the garden in the evening time,and gentle sleep the sleep of death and gently hear the voice of him that walketh in the garden in the evening time,0.0,0.0,8.11,23
the lilly of the valley breathing in the humble grass answerd the lovely maid and said i am a watry weed and i am very small and love to dwell in lowly vales so weak the gilded butterfly scarce perches on my head yet i am visited from heaven and he that smiles on all walks in the valley and each morn over me spreads his hand saying rejoice thou humble grass thou new born lily flower,the lily of the valley breathing in the humble grass answered the lovely maid and said i am a watery weed and i am very small and love to dwell in lowly vales so weak the gilded butterfly scarce perches on my head yet i am visited from heaven and he that smiles on all walks in the valley and each morn over me spreads his hand saying rejoice thou humble grass thou new born lily flower,0.039,0.0078,32.77,77
thou gentle maid of silent valleys and of modest brooks for thou shall be clothed in light and fed with morning manna till summers heat melts thee beside the fountains and the springs to flourish in eternal vales they why should thel complain,thou gentle maid of silent valleys and of modest brooks for thou shalt be clothed in light and fed with morning manna till summers heat melts thee beside the fountains and the springs to flourish in eternal veils they why should thou complain,0.0698,0.0248,19.95,43
why should the mistress of the vales of har utter a sigh,why should the mistress of the vales of har utter a sigh,0.0,0.0,4.06,12
she ceasd and smild in tears then sat down in her silver shrine,she ceased and smiled in tears then sat down in her silver shrine,0.1538,0.0317,6.28,13
which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed,which thou dost scatter on every little blade of grass that springs revives the milked cow and tames the fire breathing steed,0.0,0.0,10.395,22
but thel is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place,but thel is like a faint cloud kindled at the rising sun i vanish from my pearly throne and who shall find my place,0.0,0.0,10.09,24
and why it scatters its bright beauty thro the humid air,and why it scatters its bright beauty through the humid air,0.0909,0.0536,4.315,11
descend o little cloud and hover before the eyes of thel,descend o little cloud and hover before the eyes of thel,0.0,0.0,4.52,11
o little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah thel is like to thee,o little cloud the virgin said i charge thee to tell me why thou complainest now when in one hour thou fade away then we shall seek thee but not find ah thel is like to thee,0.0,0.0,14.465,37
i pass away yet i complain and no one hears my voice,i pass away yet i complain and no one hears my voice,0.0,0.0,5.105,12
the cloud then shewd his golden head and his bright form emergd,the cloud then showed his golden head and his bright form emerged,0.1667,0.0476,4.95,12
and fearest thou because i vanish and am seen no more,and fearest thou because i vanish and am seen no more,0.0,0.0,4.255,11
it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair eyed dew to take me to her shining tent the weeping virgin trembling kneels before the risen sun,it is to tenfold life to love to peace and raptures holy unseen descending weigh my light wings upon balmy flowers and court the fair eyed dew to take me to her shining tent the weeping virgin trembling kneels before the risen sun,0.0,0.0,21.44,43
till we arise linkd in a golden band and never part but walk united bearing food to all our tender flowers,till we arise linked in a golden band and never part but walk united bearing food to all our tender flowers,0.0476,0.0094,9.8,21
lives not alone nor or itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,lives not alone nor of itself fear not and i will call the weak worm from its lowly bed and thou shalt hear its voice,0.04,0.0085,10.24,25
come forth worm and the silent valley to thy pensive queen,come forth worm and the silent valley to thy pensive queen,0.0,0.0,4.61,11
the helpless worm arose and sat upon the lillys leaf and the bright cloud saild on to find his partner in the vale,the helpless worm arose and sat upon the lilys leaf and the bright cloud sailed on to find his partner in the vale,0.087,0.0175,9.625,23
image of weakness art thou but a worm,image of weakness art thou but a worm,0.0,0.0,3.44,8
i see they lay helpless and naked weeping and none to answer none to cherish thee with mothers smiles,i see they lay helpless and naked weeping and none to answer none to cherish thee with mothers smiles,0.0,0.0,9.265,19
and says thou mother of my children i have loved thee and i have given thee a crown that none can take away,and says thou mother of my children i have loved thee and i have given thee a crown that none can take away,0.0,0.0,8.1,23
and lay me down in thy cold bed and leave my shining lot,and lay me down in thy cold bed and leave my shining lot,0.0,0.0,5.225,13
or an eye of gifts and graces showring fruits and coined gold,or an eye of gifts and graces showering fruits in coined gold,0.1667,0.0492,4.955,12
why a tongue impressd with honey from every wind,why a tongue impressed with honey from every wind,0.1111,0.0208,3.63,9
why an ear a whirlpool fierce to draw creations in,why an ear a whirlpool fierce to draw creations in,0.0,0.0,4.52,10
all is said without a word,all is said without a word,0.0,0.0,2.125,6
i sit beneath thy looks as children do in the noon sun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy,i sit beneath thy looks as children do in the noonsun with souls that tremble through their happy eyelids from an unaverred yet prodigal inward joy,0.0741,0.0068,11.315,27
i did not wrong myself so but i placed a wrong on thee,i did not wrong myself so but i placed a wrong on thee,0.0,0.0,4.79,13
when called before i told how hastily i dropped my flowers or brake off from a game,when called before i told how hastily i dropped my flowers or break off from a game,0.0588,0.0241,6.565,17
shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this,shall i never miss home talk and blessing and the common kiss that comes to each in turn nor count it strange when i look up to drop on a new range of walls and floors another home than this,0.0,0.0,14.755,40
alas i have grieved so i am hard to love,alas i have grieved so i am hard to love,0.0,0.0,4.49,10
open thy heart wide and fold within the wet wings of thy dove,open thy heart wide and fold within the wet wings of thy dove,0.0,0.0,5.89,13
could it mean to last a love set pendulous between sorrow and sorrow,could it mean to last a love set pendulous between sorrow and sorrow,0.0,0.0,5.8,13
nay i rather thrilled distrusting every light that seemed to gild the onward path and feared to overlean a finger even,nay i rather thrilld distrusting every light that seemed to gild the onward path and feared to overlean a finger even,0.0476,0.0085,10.005,21
and though i have grown serene and strong since then i think that god has willed a still renewable fear,and though i have grown serene and strong since then i think that god has willed a still renewable fear,0.0,0.0,7.705,20
o love o troth,o love o troth,0.0,0.0,2.51,4
and love be false,and love be false,0.0,0.0,2.335,4
if he to keep one oath must lose one joy by his lifes star foretold,if he to keep one oath must lose one joy by his lifes star foretold,0.0,0.0,7.615,15
slow to world greetings quick with its o list when the angels speak,slow to world greetings quick with its o list when the angels speak,0.0,0.0,6.18,13
a ring of amethyst i could not wear here plainer to my sight than that first kiss,a ring of amethyst i could not wear here plainer to my sight than that first kiss,0.0,0.0,7.56,17
that was the chrism of love which loves own crown with sanctifying sweetness did precede the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own,that was the chrism of love which loves own crown with sanctifying sweetness did proceed the third upon my lips was folded down in perfect purple state since when indeed i have been proud and said my love my own,0.025,0.0142,21.465,40
dearest teach me so to pour out gratitude as thou dost good,dearest teach me so to pour out gratitude as thou dost good,0.0,0.0,6.48,12
mussulmans and giaours throw kerchiefs at a smile and have no ruth for any weeping,musselmans and gyors throw kerchiefs at a smile and have no ruth for any weeping,0.1333,0.0488,7.795,15
but thou art not such a lover my beloved,but thou art not such a lover my beloved,0.0,0.0,3.915,9
thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late,thou canst wait through sorrow and sickness to bring souls to touch and think it soon when others cry too late,0.0,0.0,9.54,21
i thank all who have loved me in their hearts with thanks and love from mine,i thank all who have loved me in their hearts with thanks and love from mine,0.0,0.0,5.895,16
oh to shoot my souls full meaning into future years that they should lend it utterance and salute love that endures from life that disappears,oh to shoot my souls full meaning into future years that they should lend it utterance and salute love that endures from life that disappears,0.0,0.0,10.905,25
then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrims staff gave out green leaves with morning dews impearled,then i long tried by natural ills received the comfort fast while budding at thy sight my pilgrims staff gave out green leaves with morning dews imperled,0.037,0.0065,14.1,27
i love thee freely as men strive for right i love thee purely as they turn from praise,i love thee freely as men strive for right i love thee purely as they turn from praise,0.0,0.0,8.515,18
i love thee with the passion put to use in my old griefs and with my childhoods faith,i love thee with the passion put to use and my old greeds and with my childhoods faith,0.1111,0.0471,7.54,18
i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death,i love thee with a love i seemed to lose with my lost saints i love thee with the breath smiles tears of all my life and if god choose i shall but love thee better after death,0.0,0.0,20.56,38
nature of the effect produced by early impressions,nature of the effect produced by early impressions,0.0,0.0,4.775,8
that is comparatively nothing,that is comparatively nothing,0.0,0.0,2.48,4
they are chiefly formed from combinations of the impressions made in childhood,they are chiefly formed from combinations of the impressions made in childhood,0.0,0.0,5.25,12
vast importance and influence of this mental furnishing,vast importance and influence of this mental furnishing,0.0,0.0,4.62,8
without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impresses upon the mind,without going to any such extreme as this we can easily see on reflection how vast an influence on the ideas and conceptions as well as on the principles of action in mature years must be exerted by the nature and character of the images which the period of infancy and childhood impress upon the mind,0.0179,0.0066,24.47,56
the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,the pain produced by an act of hasty and angry violence to which a father subjects his son may soon pass away but the memory of it does not pass away with the pain,0.0,0.0,13.02,34
to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,to such persons these indirect modes of training children in habits of subordination to their will or rather of yielding to their influence are specially useful,0.0,0.0,11.125,26
della had a young sister named maria and a cousin whose name was jane,della had a young sister named maria and a cousin whose name was jane,0.0,0.0,5.995,14
now delia contrived to obtain a great influence and ascendency over the minds of the children by means of these dolls,now delia contrived to obtain a great influence and ascendancy over the minds of the children by means of these dolls,0.0476,0.0085,9.225,21
to give an idea of these conversations i will report one of them in full,to give an idea of these conversations i will report one of them in full,0.0,0.0,4.985,15
you have come andella andella was the name of janes doll to make rosalie a visit,you have come andella andela was the name of janes doll to make rosalie a visit,0.0625,0.0125,6.465,16
i am very glad,i am very glad,0.0,0.0,2.11,4
i expect you have been a very good girl andella since you were here last,i expect you have been a very good girl andella since you were here last,0.0,0.0,5.965,15
then turning to jane she asked in a somewhat altered tone has she been a good girl jane,then turning to jane she asked in a somewhat altered tone has she been a good girl jane,0.0,0.0,6.99,18
for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,for instance one day the children had been playing upon the piazza with blocks and other playthings and finally had gone into the house leaving all the things on the floor of the piazza instead of putting them away in their places as they ought to have done,0.0,0.0,18.415,48
they were now playing with their dolls in the parlor,they were now playing with their dolls in the parlor,0.0,0.0,3.635,10
delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andella and rosalie here and dont say a word to them,delia came to the parlor and with an air of great mystery beckoned the children aside and said to them in a whisper leave andela and rosalie here and dont say a word to them,0.0286,0.0057,12.025,35
so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there,0.0,0.0,10.315,26
said she pointing to the playthings see,said she pointing to the playthings see,0.0,0.0,3.26,7
put these playthings all away quick and carefully and we will not let them know any thing about your leaving them out,put these playthings all away quick and carefully and we will not let them know anything about your leaving them out,0.0909,0.0085,7.365,22
and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,and this method of treating the case was much more effectual in making them disposed to avoid committing a similar fault another time than any direct rebukes or expressions of displeasure addressed personally to them would have been,0.0,0.0,14.175,38
the three modes of management,the three modes of management,0.0,0.0,2.44,5
to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,to suppose that the object of this work is to aid in effecting such a substitution as that is entirely to mistake its nature and design,0.0,0.0,11.49,26
by reason and affection,by reason and affection,0.0,0.0,2.69,4
as the chaise drives away mary stands bewildered and perplexed on the door step her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delicate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,as the chase drives away mary stands bewildered and perplexed on the doorstep her mind in a tumult of excitement in which hatred of the doctor distrust and suspicion of her mother disappointment vexation and ill humor surge and swell among those delegate organizations on which the structure and development of the soul so closely depend doing perhaps an irreparable injury,0.0645,0.0107,32.88,62
the mother as soon as the chaise is so far turned that mary can no longer watch the expression of her countenance goes away from the door with a smile of complacency and satisfaction upon her face at the ingenuity and success of her little artifice,the mother as soon as the chase is so far turned that mary can no longer watch the expression of her counce goes away from the door with a smile of complacency and satisfaction on her face at the ingenuity and success of her little artifice,0.0652,0.0323,17.945,46
so you will be a good girl i know and not make any trouble but will stay at home contentedly wont you,so you will be a good girl i know and not make any trouble but will stay at home contentedly wont you,0.0,0.0,8.01,22
the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,the mother in managing the case in this way relies partly on convincing the reason of the child and partly on an appeal to her affection,0.0,0.0,11.34,26
if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,if you should not be a good girl but should show signs of making us any trouble i shall have to send you out somewhere to the back part of the house until we are gone,0.0,0.0,12.455,36
but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,but this last supposition is almost always unnecessary for if mary has been habitually managed on this principle she will not make any trouble,0.0,0.0,11.765,24
it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection can not be overrated,it is indeed true that the importance of tact and skill in the training of the young and of cultivating their reason and securing their affection cannot be overrated,0.0667,0.006,12.585,30
but anders cared nothing about that,but anders cared nothing about that,0.0,0.0,3.02,6
he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,he made a bow so deep that his back came near breaking and he was dumbfounded i can tell you when he saw it was nobody but anders,0.0,0.0,11.33,28
he was such a big boy that he wore high boots and carried a jack knife,he was such a big boy that he wore high boots and carried a jackknife,0.125,0.0143,6.455,16
now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,now this knife was a splendid one though half the blade was gone and the handle was a little cracked and anders knew that one is almost a man as soon as one has a jack knife,0.0,0.0,15.29,37
yes why not thought anders,yes why not thought anders,0.0,0.0,2.805,5
seeing that i am so fine i may as well go and visit the king,seeing that i am so fine i may as well go and visit the king,0.0,0.0,5.015,15
i am going to the court ball answered anders,i am going to the court ball answered anders,0.0,0.0,3.58,9
and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,and she took anders hand and walked with him up the broad marble stairs where soldiers were posted at every third step and through the magnificent halls where courtiers in silk and velvet stood bowing wherever he went,0.0,0.0,16.675,38
for like as not they must have thought him a prince when they saw his fine cap,for like as not they must have thought him a prince when they saw his fine cap,0.0,0.0,7.125,17
at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,at the farther end of the largest hall a table was set with golden cups and golden plates in long rows,0.0,0.0,8.54,21
on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,on huge silver platters were pyramids of tarts and cakes and red wine sparkled in glittering decanters,0.0,0.0,8.015,17
the princess sat down under a blue canopy with bouquets of roses and she let anders sit in a golden chair by her side,the princess sat down under a blue canopy with bouquets of roses and she let ander sit in a golden chair by her side,0.0417,0.0085,8.995,24
but you must not eat with your cap on your head she said and was going to take it off,but you must not eat with your cap on your head she said and was going to take it off,0.0,0.0,5.33,20
the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,the princess certainly was beautiful and he would have dearly liked to be kissed by her but the cap which his mother had made he would not give up on any condition,0.0,0.0,12.13,32
he only shook his head,he only shook his head,0.0,0.0,2.295,5
well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,well but now said the princess and she filled his pockets with cakes and put her own heavy gold chain around his neck and bent down and kissed him,0.0,0.0,11.545,29
that is a very fine cap you have he said,that is a very fine cap you have he said,0.0,0.0,4.28,10
so it is said anders,so it is said anders,0.0,0.0,2.155,5
and it is made of mothers best yarn and she knitted it herself and everybody wants to get it away from me,and it is made of mothers best yarn and she knitted it herself and everybody wants to get it away from me,0.0,0.0,8.22,22
with one jump anders got out of his chair,with one jump anders got out of his chair,0.0,0.0,3.255,9
he darted like an arrow through all the halls down all the stairs and across the yard,he darted like an arrow through all the halls down all the stairs and across the yard,0.0,0.0,6.45,17
he still held on to it with both hands as he rushed into his mothers cottage,he still held on to it with both hands as he rushed into his mothers cottage,0.0,0.0,5.365,16
and all his brothers and sisters stood round and listened with their mouths open,and all his brothers and sisters stood round and listened with their mouths open,0.0,0.0,5.145,14
but when his big brother heard that he had refused to give his cap for a kings golden crown he said that anders was a stupid,but when his big brother heard that he had refused to give his cap for a kings golden crown he said that anders was a stupid,0.0,0.0,9.03,26
anders face grew red,anders face grew red,0.0,0.0,2.165,4
but his mother hugged him close,but his mother hugged him close,0.0,0.0,2.775,6
no my little son she said,no my little son she said,0.0,0.0,2.74,6
if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,if you dressed in silk and gold from top to toe you could not look any nicer than in your little red cap,0.0,0.0,8.5,23
he passed through henley saint albans and came so near to london as harrow on the hill,he passed through henley st albans and came so near to london as harrow on the hill,0.0588,0.0349,7.605,17
the scottish generals and commissioners affected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under color of protection and made him in reality a prisoner,the scottish generals and commissioners effected great surprise on the appearance of the king and though they paid him all the exterior respect due to his dignity they instantly set a guard upon him under colour of protection and made him in reality a prisoner,0.0444,0.0077,20.33,45
they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king,they informed the english parliament of this unexpected incident and assured them that they had entered into no private treaty with the king,0.0,0.0,9.815,23
or hath he given us any gift,or hath he given us any gift,0.0,0.0,3.87,7
and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,and the men of israel answered the men of judah and said we have ten parts in the king and we have also more right in david than ye why then did ye despise us that our advice should not be first had in bringing back our king,0.0,0.0,20.64,48
another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung,another preacher after reproaching him to his face with his misgovernment ordered this psalm to be sung,0.0,0.0,8.745,17
the king stood up and called for that psalm which begins with these words,the king stood up and called for that psalm which begins with these words,0.0,0.0,6.81,14
have mercy lord on me i pray for men would me devour,have mercy lord on me i pray for men would me devour,0.0,0.0,6.23,12
the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for,the good natured audience in pity to fallen majesty showed for once greater deference to the king than to the minister and sung the psalm which the former had called for,0.0,0.0,13.42,31
the parliament and the scots laid their proposals before the king,the parliament and the scots laid their proposals before the king,0.0,0.0,4.805,11
before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,before the settlement of terms the administration must be possessed entirely by the parliaments of both kingdoms and how incompatible that scheme with the liberty of the king is easily imagined,0.0,0.0,14.6,31
the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss,the english it is evident had they not been previously assured of receiving the king would never have parted with so considerable a sum and while they weakened themselves by the same measure have strengthened a people with whom they must afterwards have so material an interest to discuss,0.0,0.0,22.36,49
if any still retained rancor against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety,if any still retained rancor against him in his present condition they passed in silence while his well wishers more generous than prudent accompanied his march with tears with acclamations and with prayers for his safety,0.0,0.0,18.73,36
his death in this conjuncture was a public misfortune,his death in this conjuncture was a public misfortune,0.0,0.0,5.44,9
