ref,hyp,wer,cer,duration_sec,n_ref_words
эта стратегия доказала свою эффективность отрезав жизненно важные военные и гражданские поставки хотя эта блокада нарушала принятые повсеместно международные законы изложенные в нескольких международных соглашениях за последние двести лет,это стратегия доказала свою эффективность отрезов жизненно важные военные и гражданские поставки хотя это блокада нарушала приняты по всеместными ждународные законы изложенные в нескольких международных соглашениях за последние 200 лет,0.2759,0.063,22.14,29
группа aerosmith отменила оставшиеся концерты в своем турне,группа rsmv отменила ставшийся концерты своим турнет,0.625,0.2034,6.96,8
дети передаются под опеку по множеству разнообразных причин от беспризорности до жестокого обращения и даже вымогательств,тети передаются под опеку по множеству разного разных причин вот без призорности тоже стоко обращения и даже вымогательства,0.5625,0.0992,11.16,16
мозазавр был самым грозным хищником своего времени поэтому он не боялся никого кроме других мозазавров,мазозавр был самым грозным хищником своего времени поэтому он никогда не боялся никого кроме других пазозавров,0.2,0.1275,10.8,15
посредством движения устройства в воздухе игроки смогут управлять действиями и движениями в видеоиграх,по средствам движения устройства в воздухе игроки смогут управлять действиями движениями в виде играх,0.3846,0.049,8.4,13
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,растение производит кислород которым дышит человек и поклышает углекислогаз который человек выдыхает,0.3846,0.0882,9.84,13
на удалённых островах кредитные карты возможно не будут приниматься хотя британскую и американскую валюту могут принять заранее проясните с владельцами какой способ оплаты является приемлемым,но удаленных островах кредитный карта возможно не будут приниматься хотя британскую американскую валюту могут принять зарание проясните с лодельцами какой способ оплаты является приемлемым,0.28,0.0471,15.6,25
таким образом карандаш стал хорошим другом для многих людей когда появился,таким образом карандаш стал хорошим другом для многих людей когда появился,0.0,0.0,8.16,11
его приветствовал заместитель премьерминистра сингапура вонг кан сенг затем он обсудил вопросы торговли и терроризма с премьерминистром сингапура ли сянь луном,его приветствовал заместитель премьерминистра сингапора в онккансенк затем он обсудил вопрос о торговле тероризмом с премьерминистра сингапора листья луном,0.5714,0.1321,12.12,21
возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на своих граждан,возможно вам также следует проконсультироваться с другими правительствами помимо своего но их рекомендации направлены на свои игражды,0.1176,0.0299,9.3,17
так же как луна притягивает землю при этом вызывая приливы так и млечный путь воздействует на галактику в стрельце,также как луна претягивать землю при этом вызывая прилибы таким личный путь воздействует на галактику стрельца,0.4737,0.1053,9.9,19
соотношение сторон этого формата поделенное на двенадцать чтобы получить соотношение с небольшими целыми числами поэтому принято за 32,с отношения сторон этого формата поделенная на 12 чтобы получить с отношения с небольшими целыми числами поэтому принято за 32,0.3333,0.1194,10.38,18
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только когда что станет склеветурой с появлением более новых технологий,0.25,0.1125,6.18,12
среди большинства граждан и народов в 1920е годы преобладали такие настроения как пацифизм и изоляция,среди большинства граждан и народов 1920 и годы приобладали такие настроения как пацифизм и изоляция,0.2,0.0495,10.56,15
блоги также могут улучшить навыки письма у учащихся хотя учащиеся часто начинают свой блог используя неряшливую грамматику и орфографию это как правило меняется изза присутствия аудитории,блоги также могут лучше на ваке письма учащихся хотя учащиеся часто начинают свой блок используя нерашливую громадику и эрфографию это как правило меняется изза предсустве аудитории,0.3462,0.107,13.68,26
растения выглядят лучше всего в своей естественной среде обитания поэтому не поддавайтесь искушению взять хотя бы один экземпляр,простения выглядят лучше всего в своей естественной среде обитания поэтому не поддавать и с искушению взять хотя бы один экземпляр,0.2222,0.0625,11.88,18
ионы водорода это протоны от которых отделены электроны атомы водорода состоят из одного протона и одного электрона,и он и водорода это протоны от которых отдельный электронный а там у водорода состоят из одного протона и одного электрона,0.4706,0.0957,10.32,17
если вы смотрели фильм сокровище нации то можете подумать что на оборотной стороне декларации независимости была изображена карта сокровищ,если вы смотрели фильм с окровище нации то можете подумать что наоборотность тронят ли к лорации независимости была изображена карты с окровища,0.5263,0.1232,11.28,19
на другом конце спектра человек превращается в неузнаваемого индивида которому кажется что он должен изменить всё что делала команда и присвоить это себе,на другом конца спектра человек превращается в неузнапая в моба индивида которому кажется что он должен изменить все что дело локоманда и пересвоить это себе,0.3478,0.098,15.0,23
можно только гадать что станет с клавиатурой с появлением более новых технологий,можно только гадать что станет с клавиатуры с появлением более новых технологий,0.0833,0.025,6.0,12
губернатор калифорнии арнольд шварценеггер подписал закон запрещающий продажу или прокат видеоигр с применением насилия несовершеннолетним лицам,губернатор калифорнии арнольевич в артоли санэгр подписал закон запрещающий продажу ли про кат видеоигр с применением насилия несвершеннолетним лицом,0.5625,0.1389,10.32,16
в больнице был соблюден протокол инфекционного контроля включая отдельное содержание пациента чтобы предотвратить возможное заражение других пациентов,в больнице был соблюден протокол инфекционного контролия включает отдельность отержания пациента чтобы предотвратить возможное заражение других пациентов,0.2353,0.06,9.66,17
находка также позволяет ознакомиться с эволюцией перьев у птиц,на ходках также позволяет изза накомниться с валюцией перевтубкиц,0.8889,0.2258,7.44,9
пещера располагается на вершине горы к северу от мекки и полностью изолирована от остального мира,пещера располагается на вершине горы к себе веротмейке и полностью залирован на достойного мира,0.4,0.1753,6.48,15
сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранах компьютеров и никогда не приходится иметь дело с течилкой,0.125,0.0404,9.12,16
на прошлой недели министерство экономики труда и промышленности объявило что apple проинформировала его о 34 дополнительных случаях перегрева которые компания назвала несерьёзными,на прошлой неделе минисерства экономики труда и промышленности объявила что apple проинформировала его от 34 дополнительных случаях перегрева которые компания называла несередными,0.2727,0.0503,13.2,22
интернет сочетает в себе элементы как массовых так и межличностных коммуникаций,интернет сочетает в себе элементы как массовых так и межелично сных коммуникаций,0.1818,0.038,9.0,11
во время войны за независимость сша тринадцать штатов в соответствии со статьями конфедерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,во время войны за независимость сша 13 штатов в соответствии со статями конфидерации впервые сформировали слабое центральное правительство единственным органом которого был конгресс,0.1304,0.0632,14.76,23
наличие настоящей невидимой команды ларсон и лафасто 1989 г с 109 также является уникальным компонентом виртуальной команды,наличие настоящие невидимые команды ларсон и лофаста 1989 год с1999 также является уникальным компонентом виртуальной команды,0.3529,0.0894,12.24,17
однако эти планы стали неактуальны практически за ночь когда около 800 000 солдат из советской красной армии образовали белорусский и украинский фронты после захвата восточных регионов польши в нарушение рижского мирного соглашения советскопольского пакта о ненападении и других международных соглашений двусторонних и многосторонних,однако эти планы стали неактуальной практически заночи когда около 8000 солдаты советской красной армии образовали белорусские украинские фронты после захвата восточных регионов польша в норшение рышского мирного соглашения советская полистского пакта они на падении и других международных соглашений двух сторонних и многостроонних,0.4884,0.0991,23.16,43
дети живущие на улицах возможно пережили тяжёлые формы насилия или травмирования до того как убежать или быть брошенными,дети живущей на улицах возможны пережилить жёлый формы насилия или травмирования до того как убежать или быть брошеными,0.2778,0.0667,10.44,18
не видно ничего кроме чистого прекрасного неба над головой и множества окружающих гор из глубины пещеры можно видеть и слышать лишь очень малую часть этого мира,неверное ничего кроме чистого прекрасного неба над головой и множество окружающих кор из глубины пещира можно видеть и слышать лишь очень малую часть этого мира,0.1923,0.05,12.84,26
исследования которые проводились в двадцатом веке показали что существует два вида генетической вариативности скрытая и выраженная,следованию которые проводились 20 веки показали что существует два вида генетического вариативности скрытая и выраженные,0.375,0.1462,11.22,16
среди других номинаций лучшая картина режиссёр операторская работа дизайн костюмов монтаж фильма оригинальная музыка художникпостановщик звуковой монтаж звук и оригинальный сценарий,среди других номинаций лучшая картина режиссёр аккуратарская работа дизайнкостоемов монтаж в фильмах оригинальная музыка художник постановщик звуковой монтаж звук и оригинальный сценарий,0.3333,0.0663,19.8,21
кроме того он занимался гравюрным оттиском банкнот для многих стран недавние примеры его работ портреты премьерминистра на лицевой стороне новых банкнот канады номиналом 5 и 100 долларов,кроме того он занимался гравирным отиском банкнут для многих стран недавние примеры его работ портреты примерами не странно лицевой стороне новую банкнут канаде номиналом 5 и 100 долларов,0.3333,0.0806,15.36,27
подобные площадки которые посетило большое количество людей были организованы во многих других городах италии и в остальном мире в частности в польше,подобные площадки которые постелы большую о количестве людей были организованы во многих другие города и талии и в остальном мире в частности в пользе,0.4091,0.0805,8.76,22
растения питаются от солнца при помощи фотосинтеза кроме того они отбрасывают тень,растение питаются от солнца при помощи фотосиндуса кроме того они отбрасывают тень,0.1667,0.0488,9.3,12
через два года после окончания войны бывшие союзники стали врагами и началась холодная война,сейчас 2 года после окончания войны бывшей союзники стали врагами и началась холодная война,0.2143,0.1087,8.04,14
гренландия была слабо заселена в скандинавских сагах повествуется о том что эрика рыжего изгнали из исландии за убийство и продвигаясь дальше на запад он открыл гренландию и дал ей название,грин ландия была слаба заселеная с канинавских сагах появится о том что эрикорюжева из гнали и засландии за убийство и продвигаясь дальше на западу на открыл грин ландию долгие названия,0.6333,0.1799,14.34,30
бишкек был описан одним обозревателем как погружающийся в состояние анархии поскольку группы людей бегали по улицам и грабили магазины с потребительскими товарами,бешкик был описан одним обозревателем как погружающейся в состоянии онархии поскольку группы людей бегали по улицам уграбили магазины с потребительскими товарами,0.2727,0.0432,13.32,22
канцелярия губернатора сообщила что 19 из раненных были офицерами полиции,концеляя губернатора сообщила что 19 страненых пылья официэром и полиции,0.5,0.1918,6.72,10
архипелаг располагается в 120 километрах от полуострова крупнейшим остров носит имя короля георга с поселением вильяласэстрельяс,архипилак располагается в 120 км от полу острова крупнейший остров носит имя короля георга спаселением виле ласстрельец,0.5,0.1484,10.8,16
путешественникам настоятельно рекомендуется принимать во внимание любые риски связанные с суровой погодой в их районе поскольку они могут повлиять на любые планы поездки,путешественникам настоятельно рекомендуют сопринимать во внимание любые риски связанные с суровой погода в их районе поскольку они могут повлиять на любые планы поездки,0.1304,0.0355,11.64,23
использование видеозаписи привело к важным открытиям в сфере интерпретации микровыражений движений лица длительностью несколько миллисекунд,использование видеозаписи привело к важным открытиям к сфере интерпретации микроворажений довижение лица длительностью несколько милли секунд,0.3333,0.036,13.92,15
обратный поток сосредоточен в нескольких более глубоких участках где может образовываться быстрое течение уходящее на большую глубину изза подобной подводной топологии,обратный поток со средоточенном несколько более глубоких участках где может образовываться бы строить чения уходящая на большую глубину и за подобной подводной топологии,0.4286,0.0898,15.36,21
комиссия стала ответом мартелли на массовые протесты против государственного режима начавшиеся в октябре,комиссия стала ответом мартелья на массовой протесты против государственной нарежима на чавшиеся в октябре,0.4615,0.0865,8.4,13
козы повидимому впервые были одомашнены около 10 000 лет назад в иранских горах загрос,козы повидимому первые были домашины около 10 тысяч лет назад в ранских горах за грасс,0.4286,0.1512,10.32,14
развлекательноновостной сайт tmz полагает что фотограф остановил свой автомобиль на противоположной стороне бульвара сепульведа и попытался сделать снимки остановки полицейскими перед тем как перейти дорогу и продолжить полицейский калифорнийского дорожного патруля остановивший движение дважды был вынужден приказать ему перейти обратно,разоблекательно на васной сайт tmz полагает что фотограф остановил свой автомобиль на противоположной стороне бульвара сепуливеда и попытался сделать снимки остановки полицейскими перед тем как перейти дорогу и продолжить в полицейский королепор низкого дорожного потруля остановившель движения два житы был вынужден приказать ему перейти обратно,0.3,0.0772,29.28,40
каждый является членом общества и использует транспортные системы практически каждый жалуется на эти систем,каждый является тщеленом общества и использует транспортные системы практически каждый жалуется на эти системы,0.1429,0.0374,9.72,14
сейчас люди пишут сообщения на экранах компьютеров и им никогда не приходится иметь дело с точилкой,сейчас люди пишут сообщения на экранах компьютеров и мы иногда не приходилось иметь дело сочелкой,0.3125,0.101,11.76,16
если вы пересекаете северную часть балтийского моря зимой узнайте насчёт расположения каюты так как прохождение по льду приводит к довольно жуткому шуму который может мешать спать наиболее чувствительным людям,если вы пересекаете северную часть болтийского моря зимой узнать и насчет расположение окоюты так как прохождение пальду приводит к довольно шутком шуму который может мешать спать наиболее чувствительным людям,0.3103,0.0622,14.46,29
растения производят кислород которым дышит человек и поглощают углекислый газ который человек выдыхает,рассения производят кислород которым дышат человек и поглощают углекислый газ который человек выдыхает,0.1538,0.0196,8.52,13
древние культуры и племена начали оставлять их себе чтобы иметь под рукой молоко шерсть мясо и шкуру,древние культуры и племена начали оставлять их себе чтобы иметь под рукой молоко шерц мясо и шкур,0.1176,0.04,12.0,17
как правило могут проявляться два типа поведения когда менеджеры начинают руководить людьми ранее равными им по статусу одна крайность спектра это попытка оставаться своим парнем или девушкой,как правило могут появляться два типа поведения когда майнжер начинают руководить людьми ранее равном и импостатусу однако раяность пектора это попытка оставаться своим барнем или девушкой,0.3704,0.089,15.36,27
эйнджел 2006 г объясняет подход континуум как метод используемый для помощи организациям в достижении более высокого уровня эффективности,эйнджел 2016 года объясняет подход к антинум как метод используемы для помощи организации а им достижения более высокого уровня эффективности,0.5,0.1022,11.46,18
он уэльс по сути лгал нам с самого начала вопервых действуя так как будто это нужно было сделать по юридическим причинам вовторых делая вид что слушает нас вплоть до своего удаления изображений,он вельс по сути алгал нам самована начала вопервых здесь вот так как будто это нужно было сделать по юридическим причинам вовторых дело обид что слушает нас плодо своего удаления за бражений,0.375,0.1347,14.52,32
европа относительно маленький континент но на нём много независимых государств в обычных обстоятельствах путешествие через множество стран означало бы необходимость подачи прошений для получения визы и многократного прохождения паспортного контроля,европа относительно маленький континент но на нем много независимых государств в обычных обстоятельствах путешествий через множество стран означало бы необходимость подачи прошедней для получения визы и много кратного прохождения паспортного контроля,0.1667,0.0202,18.84,30
великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почтить память фараона,великая пирамида была возведена египтянами в третьем веке до нашей эры и является одним из множества больших пирамидальных сооружений построенных чтобы почти ть память форона,0.125,0.0172,15.24,24
не существует универсального определения того какие произведённые изделия являются антиквариатом некоторые налоговые органы определяют товары которым за 100 лет как антиквариат,не существует универсального определения того как и произведенные изделия кивляют с антикворятым некоторые налоговые органы обределяют товары которым за столет как антикворят,0.4762,0.108,11.28,21
принимая во внимание все вышесказанное не стоит удивляться тому что наши предки решили белковую проблему примерно так же как ее решают шимпанзе в саванне по сей день,принемая во внимание все вышасказанное не стоит удивляться тому что наши предки решили был ковую проблему примерно также как ее решающим панзе соввани по сей день,0.3704,0.0909,12.96,27
территория гонконга была названа в честь острова гонконг места которое многие туристы считают главным объектом своего внимания,церетуре ганконга была названа в честь острова ганконг место которые многие туристы считают главным объектом своего внимания,0.2941,0.0794,9.96,17
более традиционные церкви зачастую проводят пасхальное богослужение в субботу вечером во время пасхальных выходных при этом прихожане обычно начинают в полночь празднование воскресения христа,более традиционные церкви зачастую проводят пасхарленное обага служение в субботу вечером во время пасхарных выходных при этом прихожание обычно начинает в полночь по разному не воскресенье христа,0.4167,0.1047,14.76,24
все во вселенной состоит из материи вся материя состоит из мельчайших частиц называемых атомами,все василий на сосредоизматери все материя сосредоизмельчаешь их частиц называем их отами,0.8571,0.3263,8.1,14
их термические характеристики не такие стабильные как у больших пещер на земле которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямами в грунте сообщил глен кушинг из отдела планетной геологии геологической службы сша и университета северной аризоны расположенного во флагстаффе аризона,их термический характеристик и не такие стабильные как у больших пещерных земля которые часто поддерживают почти постоянную температуру но они соответствуют тому что является глубокими ямуми уронте сообщу к лен кушинга и задело панонетный геологический служб саша и университета севрной оризоны расположенного в афлак ставь оризона,0.5435,0.1349,24.18,46
группа aerosmith отменила оставшиеся концерты в своем турне,группа арсмит отменила оставшиеся концерты в своем турне,0.125,0.1525,7.5,8
за ночь было изготовлено 150200 копий теперь известных как листовки данлэпа,заноч была изготовлена 150200 копий теперь известных коклистовки данного,0.6364,0.1333,11.64,11
так как у перьев динозавров отсутствует хорошо развитый стержень называемый рахисом но все же имеются другие отличительные черты бородки и бородочки исследователи пришли к выводу что рахис скорее всего появился позднее путем эволюционного развития других отличительных черт,так как упереди на заворов осуствует хорошо раз в тесержи называемый рахисом но все же имеются другие отечительные черты бородки и бородочки и светово телепрешли к выводу что рахис скорее всего появился позднее путем в элитционного развития других отличительных черт,0.3514,0.1245,19.02,37
парижане слывут эгоцентричными грубыми и надменными,пряжание слывут эгоцентричными громами и надменными,0.3333,0.1176,4.68,6
помимо соревнований в среду карпендо принимал участие в двух индивидуальных соревнованиях на чемпионатах,помимо соревнований в среду карпенда принимал участие в двух индивидуалях соревнованиях начинпионадах,0.3077,0.0769,7.32,13
термин жук используется энтомологами формально для обозначения группы насекомых,цермент жук используется нтмлогами фармане для обозначения группы на секомбах,0.5556,0.1646,6.48,9
не подвергайте ткань воздействию слишком высокой температуры что может привести к усадке или в очень редких случаях к ожогу,не подвергайте так они бы здесь если шком высоко температуры что может привести кусок или очень редкий случай кажу,0.7368,0.2276,10.2,19
падение произошло в высокогорье и как полагают стало результатом вражеского огня,подиня произошло высоко горем и как полагают стало результатом прожеского огня,0.3636,0.1375,9.66,11
сам автомобиль убрали с места происшествия в тот же день примерно в 1200 по гринвичу,сам автомобиль убрали сместо происшествия в тот же день примерно в 12 ноль ноль погринвичу,0.4,0.1429,10.32,15
в 1960х гг бжезинский занимал должность советника при джоне ф кеннеди затем в администрации линдона б джонсона,в 1960х годах пжизинский занимал дожный советника приджоний фкнд в затем в администрации линдана бджонсона,0.5882,0.2,12.0,17
наиболее доступными растительными ресурсами были бы белки находящиеся в листьях и бобовых но они плохо усваиваются такими приматами как мы если их не готовить,наиболее доступны боростители ресурсами были бы белки находящейся в листях и бабовых но они плохо усваиваются такими приматами как мы если их не готовить,0.2083,0.0759,10.92,24
он находился под управлением вишистских французов эти французы заключили мир с немцами в 1940 году и работали вместе с захватчиками вместо того чтобы им противостоять,он находился под управления вишицских французов эти французы заключили мир с немцами в 1940 году и работали вместе с захватчиками вместо того чтобы им противостоять,0.08,0.0241,17.4,25
к региональным и сезонным опасным явлениям погоды относятся метели снежные бури ледяные и пыльные бури,крепенными сезонами опасным явлением погоды относится метели с нежной бурой ледяные и пыльные буры,0.6667,0.1863,9.72,15
с 1966 года сундарбан является заповедником дикой природы и по имеющимся подсчётам на его территории в настоящее время обитают 400 бенгальских тигров и около 30 000 пятнистых оленей,с 166 года сундарбан является заповедником декоприрода и по имеющимся почетам на его территории в настоящее время обитают 4 бенгальских цигров и около 30 тысяч пить нестых олений,0.3571,0.116,15.72,28
сплавы по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблице много элементов,с плава по существу представляют собой смесь двух или более металлов не забывайте что в периодической таблицы много элементов,0.1667,0.0242,8.58,18
в течение этого периода европейской истории католическая церковь ставшая богатой и сильной оказалась объектом пристального внимания,в течение этого периода и в аропейские истории католическая царков ставшая богатый сильный оказалась объектом пристального внимания,0.4375,0.0916,12.0,16
конгресс начал финансировать инициативу по борьбе с развратом в 2005 налоговом году и определил что фбр должно выделить 10 агентов на борьбу со взрослой порнографией,конгрес начал финансировать и не цаативу по борьбе с развратом в 2005м налоговом году и определил что фбр должно вытелить 10 агентов на борьбу со взрослой паронографией,0.28,0.0545,11.16,25
по мере того как знание греческого языка ухудшалось запад оказался отрезанным от своих философских и научных греческих корней,по мере того как знания гречского языка ухучалась запад оказалась отрезанным от своих философских научных гречских корней,0.3333,0.08,10.32,18
если вы сходите на берег только в порядке экскурсии на корабле вам не понадобится отдельная виза с 2009,если вы сходите на берег только в порядке экскурсии на корабле вам не понадобится отдельная виза за 109,0.1111,0.0388,8.7,18
термин сафари в повседневном использовании означает наземную поездку с целью посмотреть поразительную дикую природу африки особенно в саванне,термен сафаре в посидневном использовании означает на земную поездку союлю посмотреть паразительную дикую природу африке особенно в соване,0.5556,0.0922,13.2,18
